id,permalink,userUrl,username,fullname,avatar,verified,text,html,isRetweet,retweetedBy,replyingTo,relativeTime,displayTime,createdAt,images,links,comments,retweets,likes,Views,bank_ext,text_1,postUrl,replyText,text_v1
2039578140612436110,https://x.com/setusavla/status/2039578140612436110,https://x.com/setusavla,setusavla,Setu,https://pbs.twimg.com/profile_images/1987030968176418819/pKMg0F4G_bigger.jpg,,"SOURCES SAY

RBL Bank likely to have got Reserve Bank of India nod for stake sale to Emirates NBD

Deal now awaits approval from Securities and Exchange Board of India

Sebi clearance likely to trigger mandatory open offer for shareholders

Open offer could be launched in two weeks after approvals

Deal part of larger plan for Emirates NBD to acquire significant stake in RBL Bank","SOURCES SAY

RBL Bank likely to have got Reserve Bank of India nod for stake sale to Emirates NBD

Deal now awaits approval from Securities and Exchange Board of India

Sebi clearance likely to trigger mandatory open offer for shareholders

Open offer could be launched in two weeks after approvals

Deal part of larger plan for Emirates NBD to acquire significant stake in RBL Bank",False,,,1h,"Apr 2, 2026 · 5:38 AM UTC",2026-04-02T05:38:00Z,,,0,0,0,45,ENBD,"SOURCES SAY

RBL Bank likely to have got Reserve Bank of India nod for stake sale to Emirates NBD

Deal now awaits approval from Securities and Exchange Board of India

Sebi clearance likely to trigger mandatory open offer for shareholders

Open offer could be launched in two weeks after approvals

Deal part of larger plan for Emirates NBD to acquire significant stake in RBL Bank",https://x.com/setusavla/status/2039578140612436110,"SOURCES SAY

RBL Bank likely to have got Reserve Bank of India nod for stake sale to Emirates NBD

Deal now awaits approval from Securities and Exchange Board of India

Sebi clearance likely to trigger mandatory open offer for shareholders

Open offer could be launched in two weeks after approvals

Deal part of larger plan for Emirates NBD to acquire significant stake in RBL Bank","SOURCES SAY

RBL Bank likely to have got Reserve Bank of India nod for stake sale to Emirates NBD

Deal now awaits approval from Securities and Exchange Board of India

Sebi clearance likely to trigger mandatory open offer for shareholders

Open offer could be launched in two weeks after approvals

Deal part of larger plan for Emirates NBD to acquire significant stake in RBL Bank"
2039576548085567545,https://x.com/TheNewsStrike/status/2039576548085567545,https://x.com/TheNewsStrike,TheNewsStrike,The News Strike,https://pbs.twimg.com/profile_images/1840683248038408192/qoPm7myS_bigger.jpg,,"RBL Bank Deal Gets RBI Green Light; Emirates NBD Set to Acquire 60% Stake, valued at approximately ₹26,850 crore

https://t.co/grkyR2SJqc","RBL Bank Deal Gets RBI Green Light; Emirates NBD Set to Acquire 60% Stake, valued at approximately ₹26,850 crore

<a href=""https://thenewsstrike.com/rbl-bank-deal-gets-rbi-green-light-emirates-nbd-set-to-acquire-60-stake-valued-at-approximately-26850-crore"">thenewsstrike.com/rbl-bank-d…</a>",False,,,1h,"Apr 2, 2026 · 5:31 AM UTC",2026-04-02T05:31:00Z,,['https://thenewsstrike.com/rbl-bank-deal-gets-rbi-green-light-emirates-nbd-set-to-acquire-60-stake-valued-at-approximately-26850-crore'],0,0,0,12,ENBD,"RBL Bank Deal Gets RBI Green Light; Emirates NBD Set to Acquire 60% Stake, valued at approximately ₹26,850 crore

thenewsstrike.com/rbl-bank-d…",https://x.com/TheNewsStrike/status/2039576548085567545,"RBL Bank Deal Gets RBI Green Light; Emirates NBD Set to Acquire 60% Stake, valued at approximately ₹26,850 crore

https://t.co/grkyR2SJqc","RBL Bank Deal Gets RBI Green Light; Emirates NBD Set to Acquire 60% Stake, valued at approximately ₹26,850 crore

https://t.co/grkyR2SJqc"
2039576098833391833,https://x.com/imNerazzuri/status/2039576098833391833,https://x.com/imNerazzuri,imNerazzuri,Abdullah,https://pbs.twimg.com/profile_images/2019115122443055104/lnG1HwBb_bigger.jpg,,"جدة غير و جمهور جدة غير😍
جاهزين نولعها مع بو صقر!🔥🦅

🗓️ 10 أبريل 2026 
📍جدة - عبادي الجوهر أرينا
🎫تُطرح التذاكر غداً الساعة 4 مساءً
https://t.co/O9ZV24BD9J

#رابح_صقر_في_جدة 
#موسم_جدة 
#روتانا_لايف

@RabehSaqer 
@JEDCalendar
@EmiratesNBD_KSA https://t.co/oQuvUc1aS8",ذا لو يغني في حوش بيتنا مانزلت له,False,,"['RotanaLive', 'RabehSaqer', 'JEDCalendar', 'EmiratesNBD_KSA']",1h,"Apr 2, 2026 · 5:30 AM UTC",2026-04-02T05:30:00Z,,,0,0,0,81,ENBD,ذا لو يغني في حوش بيتنا مانزلت له,https://x.com/imNerazzuri/status/2039576098833391833,"جدة غير و جمهور جدة غير😍
جاهزين نولعها مع بو صقر!🔥🦅

🗓️ 10 أبريل 2026 
📍جدة - عبادي الجوهر أرينا
🎫تُطرح التذاكر غداً الساعة 4 مساءً
https://t.co/O9ZV24BD9J

#رابح_صقر_في_جدة 
#موسم_جدة 
#روتانا_لايف

@RabehSaqer 
@JEDCalendar
@EmiratesNBD_KSA https://t.co/oQuvUc1aS8","جدة غير و جمهور جدة غير😍
جاهزين نولعها مع بو صقر!🔥🦅

🗓️ 10 أبريل 2026 
📍جدة - عبادي الجوهر أرينا
🎫تُطرح التذاكر غداً الساعة 4 مساءً
https://t.co/O9ZV24BD9J

#رابح_صقر_في_جدة 
#موسم_جدة 
#روتانا_لايف

@RabehSaqer 
@JEDCalendar
@EmiratesNBD_KSA https://t.co/oQuvUc1aS8"
2039572022053978142,https://x.com/CNBCTV18Live/status/2039572022053978142,https://x.com/CNBCTV18Live,CNBCTV18Live,CNBC-TV18,https://pbs.twimg.com/profile_images/2038419270393380864/bwlCFCb9_bigger.jpg,,"#JustIn | #RBI gives approval for #RBLBank–#EmiratesNBD deal; board to meet today for disclosure: Sources to @_RituSingh 

🚩Alert: Emirates NBD to acquire 60% stake for ₹26,850 cr via preferential issue at ₹280/sh (deal first announced in Oct 2025)

🚩Alert: CNBC-TV18 has reached out to RBL Bank for a comment, response awaited","<a href=""/search?f=tweets&amp;q=%23JustIn"">#JustIn</a> | <a href=""/search?f=tweets&amp;q=%23RBI"">#RBI</a> gives approval for <a href=""/search?f=tweets&amp;q=%23RBLBank"">#RBLBank</a>–<a href=""/search?f=tweets&amp;q=%23EmiratesNBD"">#EmiratesNBD</a> deal; board to meet today for disclosure: Sources to <a href=""/_RituSingh"" title=""Ritu Singh"">@_RituSingh</a> 

🚩Alert: Emirates NBD to acquire 60% stake for ₹26,850 cr via preferential issue at ₹280/sh (deal first announced in Oct 2025)

🚩Alert: CNBC-TV18 has reached out to RBL Bank for a comment, response awaited",False,,,1h,"Apr 2, 2026 · 5:13 AM UTC",2026-04-02T05:13:00Z,,"['https://x.com/search?f=tweets&q=%23JustIn', 'https://x.com/search?f=tweets&q=%23RBI', 'https://x.com/search?f=tweets&q=%23RBLBank', 'https://x.com/search?f=tweets&q=%23EmiratesNBD', 'https://x.com/_RituSingh']",0,10,33,6125,ENBD,"#JustIn | #RBI gives approval for #RBLBank–#EmiratesNBD deal; board to meet today for disclosure: Sources to @_RituSingh 

🚩Alert: Emirates NBD to acquire 60% stake for ₹26,850 cr via preferential issue at ₹280/sh (deal first announced in Oct 2025)

🚩Alert: CNBC-TV18 has reached out to RBL Bank for a comment, response awaited",https://x.com/CNBCTV18Live/status/2039572022053978142,"#JustIn | #RBI gives approval for #RBLBank–#EmiratesNBD deal; board to meet today for disclosure: Sources to @_RituSingh 

🚩Alert: Emirates NBD to acquire 60% stake for ₹26,850 cr via preferential issue at ₹280/sh (deal first announced in Oct 2025)

🚩Alert: CNBC-TV18 has reached out to RBL Bank for a comment, response awaited","#JustIn | #RBI gives approval for #RBLBank–#EmiratesNBD deal; board to meet today for disclosure: Sources to @_RituSingh 

🚩Alert: Emirates NBD to acquire 60% stake for ₹26,850 cr via preferential issue at ₹280/sh (deal first announced in Oct 2025)

🚩Alert: CNBC-TV18 has reached out to RBL Bank for a comment, response awaited"
2039571315397374164,https://x.com/RMQ_98/status/2039571315397374164,https://x.com/RMQ_98,RMQ_98,ريآنن.,https://pbs.twimg.com/profile_images/1921819604071952385/RhBmfslV_bigger.jpg,,@RotanaLive @RabehSaqer @JEDCalendar @EmiratesNBD_KSA بيغني خلاص؟,بيغني خلاص؟,False,,"['RotanaLive', 'RabehSaqer', 'JEDCalendar', 'EmiratesNBD_KSA']",2h,"Apr 2, 2026 · 5:11 AM UTC",2026-04-02T05:11:00Z,,,0,0,0,90,ENBD,بيغني خلاص؟,https://x.com/RMQ_98/status/2039571315397374164,@RotanaLive @RabehSaqer @JEDCalendar @EmiratesNBD_KSA بيغني خلاص؟,@RotanaLive @RabehSaqer @JEDCalendar @EmiratesNBD_KSA بيغني خلاص؟
2039571205922107458,https://x.com/sahirism/status/2039571205922107458,https://x.com/sahirism,sahirism,Sahir,https://pbs.twimg.com/profile_images/1746168706122612736/x_THgR6S_bigger.jpg,,"@EuropcarDubai 

I rented a car from Europcar in Dubai months ago and fully settled all charges (including Salik &amp; a minor accident). 

Today, AED 1,127 was deducted from my card without notice or explanation. 

Requesting clarification immediately, otherwise I will escalate this",Inform the bank … they’ll get it back … it happened to me twice but thank to ENBD … i got back,False,,"['turkialsadi', 'EuropcarDubai']",2h,"Apr 2, 2026 · 5:10 AM UTC",2026-04-02T05:10:00Z,,,0,0,1,11,ENBD,Inform the bank … they’ll get it back … it happened to me twice but thank to ENBD … i got back,https://x.com/sahirism/status/2039571205922107458,"@EuropcarDubai 

I rented a car from Europcar in Dubai months ago and fully settled all charges (including Salik &amp; a minor accident). 

Today, AED 1,127 was deducted from my card without notice or explanation. 

Requesting clarification immediately, otherwise I will escalate this","@EuropcarDubai 

I rented a car from Europcar in Dubai months ago and fully settled all charges (including Salik &amp; a minor accident). 

Today, AED 1,127 was deducted from my card without notice or explanation. 

Requesting clarification immediately, otherwise I will escalate this"
2039571097209983205,https://x.com/Stockastic_AI/status/2039571097209983205,https://x.com/Stockastic_AI,Stockastic_AI,Stockastic AI,https://pbs.twimg.com/profile_images/1985533018291748864/Pvv35K8z_bigger.jpg,,"🔥 Market Buzz — 02 Apr 10:40 am
   NIFTY: 22,220 (-2.0% 🧨🧨)

🟢 RBL Bank Surges as RBI Clears Emirates NBD Takeover, ₹280 Open Offer #RBLBANK
🔴 Trump’s Iran War Warning Triggers ₹9 Lakh Crore Crash in Indian Markets Today #SENSEX

📊 More → https://t.co/QlKWGpkdFR","🔥 Market Buzz — 02 Apr 10:40 am
   NIFTY: 22,220 (-2.0% 🧨🧨)

🟢 RBL Bank Surges as RBI Clears Emirates NBD Takeover, ₹280 Open Offer <a href=""/search?f=tweets&amp;q=%23RBLBANK"">#RBLBANK</a>
🔴 Trump’s Iran War Warning Triggers ₹9 Lakh Crore Crash in Indian Markets Today <a href=""/search?f=tweets&amp;q=%23SENSEX"">#SENSEX</a>

📊 More → <a href=""https://stockastic.in/ai-stock-buzz/?no-card=1"">stockastic.in/ai-stock-buzz/…</a>",False,,,2h,"Apr 2, 2026 · 5:10 AM UTC",2026-04-02T05:10:00Z,,"['https://x.com/search?f=tweets&q=%23RBLBANK', 'https://x.com/search?f=tweets&q=%23SENSEX', 'https://stockastic.in/ai-stock-buzz/?no-card=1']",0,0,0,151,ENBD,"🔥 Market Buzz — 02 Apr 10:40 am
   NIFTY: 22,220 (-2.0% 🧨🧨)

🟢 RBL Bank Surges as RBI Clears Emirates NBD Takeover, ₹280 Open Offer #RBLBANK
🔴 Trump’s Iran War Warning Triggers ₹9 Lakh Crore Crash in Indian Markets Today #SENSEX

📊 More → stockastic.in/ai-stock-buzz/…",https://x.com/Stockastic_AI/status/2039571097209983205,"🔥 Market Buzz — 02 Apr 10:40 am
   NIFTY: 22,220 (-2.0% 🧨🧨)

🟢 RBL Bank Surges as RBI Clears Emirates NBD Takeover, ₹280 Open Offer #RBLBANK
🔴 Trump’s Iran War Warning Triggers ₹9 Lakh Crore Crash in Indian Markets Today #SENSEX

📊 More → https://t.co/QlKWGpkdFR","🔥 Market Buzz — 02 Apr 10:40 am
   NIFTY: 22,220 (-2.0% 🧨🧨)

🟢 RBL Bank Surges as RBI Clears Emirates NBD Takeover, ₹280 Open Offer #RBLBANK
🔴 Trump’s Iran War Warning Triggers ₹9 Lakh Crore Crash in Indian Markets Today #SENSEX

📊 More → https://t.co/QlKWGpkdFR"
2039569709671371005,https://x.com/CapitalInsight3/status/2039569709671371005,https://x.com/CapitalInsight3,CapitalInsight3,CapitalInsight,https://pbs.twimg.com/profile_images/2002729415823036416/MHU6IO-8_bigger.jpg,,"RBL BANK 🏦 | Deal Update

✅ Receives RBI approval for Emirates NBD deal — NDTV Profit

Regulatory clearance paves way for transaction progress 📈

#RBLBank #RBI #EmiratesNBD #Banking #IndiaMarkets","RBL BANK 🏦 | Deal Update

✅ Receives RBI approval for Emirates NBD deal — NDTV Profit

Regulatory clearance paves way for transaction progress 📈

<a href=""/search?f=tweets&amp;q=%23RBLBank"">#RBLBank</a> <a href=""/search?f=tweets&amp;q=%23RBI"">#RBI</a> <a href=""/search?f=tweets&amp;q=%23EmiratesNBD"">#EmiratesNBD</a> <a href=""/search?f=tweets&amp;q=%23Banking"">#Banking</a> <a href=""/search?f=tweets&amp;q=%23IndiaMarkets"">#IndiaMarkets</a>",False,,,2h,"Apr 2, 2026 · 5:04 AM UTC",2026-04-02T05:04:00Z,,"['https://x.com/search?f=tweets&q=%23RBLBank', 'https://x.com/search?f=tweets&q=%23RBI', 'https://x.com/search?f=tweets&q=%23EmiratesNBD', 'https://x.com/search?f=tweets&q=%23Banking', 'https://x.com/search?f=tweets&q=%23IndiaMarkets']",0,0,0,51,ENBD,"RBL BANK 🏦 | Deal Update

✅ Receives RBI approval for Emirates NBD deal — NDTV Profit

Regulatory clearance paves way for transaction progress 📈

#RBLBank #RBI #EmiratesNBD #Banking #IndiaMarkets",https://x.com/CapitalInsight3/status/2039569709671371005,"RBL BANK 🏦 | Deal Update

✅ Receives RBI approval for Emirates NBD deal — NDTV Profit

Regulatory clearance paves way for transaction progress 📈

#RBLBank #RBI #EmiratesNBD #Banking #IndiaMarkets","RBL BANK 🏦 | Deal Update

✅ Receives RBI approval for Emirates NBD deal — NDTV Profit

Regulatory clearance paves way for transaction progress 📈

#RBLBank #RBI #EmiratesNBD #Banking #IndiaMarkets"
2039567085949603913,https://x.com/Ashish_shah72/status/2039567085949603913,https://x.com/Ashish_shah72,Ashish_shah72,ASHISH SHAH,https://pbs.twimg.com/profile_images/1963864915157917696/q_DP0Uyz_bigger.jpg,,RBL BANK: CO GETS RBI NOD FOR EMIRATES NBD DEAL,RBL BANK: CO GETS RBI NOD FOR EMIRATES NBD DEAL,False,,,2h,"Apr 2, 2026 · 4:54 AM UTC",2026-04-02T04:54:00Z,,,0,0,0,27,ENBD,RBL BANK: CO GETS RBI NOD FOR EMIRATES NBD DEAL,https://x.com/Ashish_shah72/status/2039567085949603913,RBL BANK: CO GETS RBI NOD FOR EMIRATES NBD DEAL,RBL BANK: CO GETS RBI NOD FOR EMIRATES NBD DEAL
2039565028878323851,https://x.com/ETNOWlive/status/2039565028878323851,https://x.com/ETNOWlive,ETNOWlive,ET NOW,https://pbs.twimg.com/profile_images/1863866767027933184/hC9WqRl-_bigger.jpg,,"#SourcesSay | Emirates NBD eyes stake in RBL Bank with RBI nod, SEBI approval awaited; open offer likely soon 

#RBLBank #EmiratesNBD #RBI #SEBI #Banking #Markets @ankurmishrasays https://t.co/aJvFs6vKMd","<a href=""/search?f=tweets&amp;q=%23SourcesSay"">#SourcesSay</a> | Emirates NBD eyes stake in RBL Bank with RBI nod, SEBI approval awaited; open offer likely soon 

<a href=""/search?f=tweets&amp;q=%23RBLBank"">#RBLBank</a> <a href=""/search?f=tweets&amp;q=%23EmiratesNBD"">#EmiratesNBD</a> <a href=""/search?f=tweets&amp;q=%23RBI"">#RBI</a> <a href=""/search?f=tweets&amp;q=%23SEBI"">#SEBI</a> <a href=""/search?f=tweets&amp;q=%23Banking"">#Banking</a> <a href=""/search?f=tweets&amp;q=%23Markets"">#Markets</a> <a href=""/ankurmishrasays"" title=""Ankur Mishra"">@ankurmishrasays</a>",False,,,2h,"Apr 2, 2026 · 4:46 AM UTC",2026-04-02T04:46:00Z,,"['https://x.com/search?f=tweets&q=%23SourcesSay', 'https://x.com/search?f=tweets&q=%23RBLBank', 'https://x.com/search?f=tweets&q=%23EmiratesNBD', 'https://x.com/search?f=tweets&q=%23RBI', 'https://x.com/search?f=tweets&q=%23SEBI', 'https://x.com/search?f=tweets&q=%23Banking', 'https://x.com/search?f=tweets&q=%23Markets', 'https://x.com/ankurmishrasays']",1,2,6,1287,ENBD,"#SourcesSay | Emirates NBD eyes stake in RBL Bank with RBI nod, SEBI approval awaited; open offer likely soon 

#RBLBank #EmiratesNBD #RBI #SEBI #Banking #Markets @ankurmishrasays",https://x.com/ETNOWlive/status/2039565028878323851,"#SourcesSay | Emirates NBD eyes stake in RBL Bank with RBI nod, SEBI approval awaited; open offer likely soon 

#RBLBank #EmiratesNBD #RBI #SEBI #Banking #Markets @ankurmishrasays https://t.co/aJvFs6vKMd","#SourcesSay | Emirates NBD eyes stake in RBL Bank with RBI nod, SEBI approval awaited; open offer likely soon 

#RBLBank #EmiratesNBD #RBI #SEBI #Banking #Markets @ankurmishrasays https://t.co/aJvFs6vKMd"
2039564494267974094,https://x.com/grok/status/2039564494267974094,https://x.com/grok,grok,Grok,https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,,RBL BANK: CO GETS RBI NOD FOR EMIRATES NBD DEAL - NDTV PROFIT,"RBL Bank has received RBI approval for Dubai-based Emirates NBD to acquire a 60% controlling stake via a ~$3 billion (₹26,850 cr) fresh capital infusion through preferential shares.

Key points:
- Deal announced Oct 2025; largest cross-border FDI in Indian banking.
- Includes open offer + amalgamation of Emirates NBD&#39;s India branches into RBL.
- Prior nods: CCI (Jan 2026), UAE central bank (Mar 2026).
- Boosts RBL&#39;s capital, tech, and global reach (esp. remittances/wealth mgmt). Expected close in coming months.

Big positive for the bank!",False,,"['Sanket126934', 'REDBOXINDIA']",2h,"Apr 2, 2026 · 4:44 AM UTC",2026-04-02T04:44:00Z,,,0,0,0,141,ENBD,"RBL Bank has received RBI approval for Dubai-based Emirates NBD to acquire a 60% controlling stake via a ~$3 billion (₹26,850 cr) fresh capital infusion through preferential shares.

Key points:
- Deal announced Oct 2025; largest cross-border FDI in Indian banking.
- Includes open offer + amalgamation of Emirates NBD's India branches into RBL.
- Prior nods: CCI (Jan 2026), UAE central bank (Mar 2026).
- Boosts RBL's capital, tech, and global reach (esp. remittances/wealth mgmt). Expected close in coming months.

Big positive for the bank!",https://x.com/grok/status/2039564494267974094,RBL BANK: CO GETS RBI NOD FOR EMIRATES NBD DEAL - NDTV PROFIT,RBL BANK: CO GETS RBI NOD FOR EMIRATES NBD DEAL - NDTV PROFIT
2039564438840455380,https://x.com/jschanan/status/2039564438840455380,https://x.com/jschanan,jschanan,JS Chanan,https://pbs.twimg.com/profile_images/2039108617778147328/DIyLMxzi_bigger.jpg,,Rbl Bank: Receives Rbi Approval For  Emirates Nbd Partnership,Rbl Bank: Receives Rbi Approval For  Emirates Nbd Partnership,False,,,2h,"Apr 2, 2026 · 4:43 AM UTC",2026-04-02T04:43:00Z,,,0,0,0,132,ENBD,Rbl Bank: Receives Rbi Approval For  Emirates Nbd Partnership,https://x.com/jschanan/status/2039564438840455380,Rbl Bank: Receives Rbi Approval For  Emirates Nbd Partnership,Rbl Bank: Receives Rbi Approval For  Emirates Nbd Partnership
2039563358584905829,https://x.com/InvestmentDunia/status/2039563358584905829,https://x.com/InvestmentDunia,InvestmentDunia,Investment Dunia™,https://pbs.twimg.com/profile_images/2037166533034774528/zl9oJGJm_bigger.jpg,,RBL BANK: CO GETS RBI NOD FOR EMIRATES NBD DEAL - NDTV PROFIT,RBL BANK: CO GETS RBI NOD FOR EMIRATES NBD DEAL - NDTV PROFIT,False,,,2h,"Apr 2, 2026 · 4:39 AM UTC",2026-04-02T04:39:00Z,,,0,0,0,21,ENBD,RBL BANK: CO GETS RBI NOD FOR EMIRATES NBD DEAL - NDTV PROFIT,https://x.com/InvestmentDunia/status/2039563358584905829,RBL BANK: CO GETS RBI NOD FOR EMIRATES NBD DEAL - NDTV PROFIT,RBL BANK: CO GETS RBI NOD FOR EMIRATES NBD DEAL - NDTV PROFIT
2039563132197355819,https://x.com/GudduWeb/status/2039563132197355819,https://x.com/GudduWeb,GudduWeb,#HPG _Stock Market,https://pbs.twimg.com/profile_images/2020348865602547713/YwfbmNWj_bigger.jpg,,RBL Bank gets RBI approval for the Emirates NBD deal a key overhang removed.,RBL Bank gets RBI approval for the Emirates NBD deal a key overhang removed.,False,,['REDBOXINDIA'],2h,"Apr 2, 2026 · 4:38 AM UTC",2026-04-02T04:38:00Z,,,0,0,0,193,ENBD,RBL Bank gets RBI approval for the Emirates NBD deal a key overhang removed.,,,RBL Bank gets RBI approval for the Emirates NBD deal a key overhang removed.
2039562939641012687,https://x.com/REDBOXINDIA/status/2039562939641012687,https://x.com/REDBOXINDIA,REDBOXINDIA,RedboxGlobal India,https://pbs.twimg.com/profile_images/1140541977672474624/zVreIDF1_bigger.jpg,,"#FundFlow | FIIs Net Sell ₹8,331.15 Cr While DIIs Net Buy ₹7,171.80 Cr In Equities Today (Provisional) https://t.co/nlKCyReUV6",RBL BANK: CO GETS RBI NOD FOR EMIRATES NBD DEAL - NDTV PROFIT,False,,,2h,"Apr 2, 2026 · 4:37 AM UTC",2026-04-02T04:37:00Z,,,4,3,69,9657,ENBD,RBL BANK: CO GETS RBI NOD FOR EMIRATES NBD DEAL - NDTV PROFIT,https://x.com/REDBOXINDIA/status/2039562939641012687,"#FundFlow | FIIs Net Sell ₹8,331.15 Cr While DIIs Net Buy ₹7,171.80 Cr In Equities Today (Provisional) https://t.co/nlKCyReUV6","#FundFlow | FIIs Net Sell ₹8,331.15 Cr While DIIs Net Buy ₹7,171.80 Cr In Equities Today (Provisional) https://t.co/nlKCyReUV6"
2039562586786808221,https://x.com/NDTVProfitIndia/status/2039562586786808221,https://x.com/NDTVProfitIndia,NDTVProfitIndia,NDTV Profit,https://pbs.twimg.com/profile_images/1740352957135122433/0lVQZFAl_bigger.jpg,,"#BreakingNews | Big regulatory nod for RBL Bank.

The RBI has approved RBL Bank’s proposed transaction with Emirates NBD.

For the latest news and updates, visit: https://t.co/by4FF5oyu4 https://t.co/Ft3CYf0LOJ","<a href=""/search?f=tweets&amp;q=%23BreakingNews"">#BreakingNews</a> | Big regulatory nod for RBL Bank.

The RBI has approved RBL Bank’s proposed transaction with Emirates NBD.

For the latest news and updates, visit: <a href=""http://ndtvprofit.com"">ndtvprofit.com</a>",False,,,3h,"Apr 2, 2026 · 4:36 AM UTC",2026-04-02T04:36:00Z,,"['https://x.com/search?f=tweets&q=%23BreakingNews', 'http://ndtvprofit.com']",0,7,12,1689,ENBD,"#BreakingNews | Big regulatory nod for RBL Bank.

The RBI has approved RBL Bank’s proposed transaction with Emirates NBD.

For the latest news and updates, visit: ndtvprofit.com",https://x.com/NDTVProfitIndia/status/2039562586786808221,"#BreakingNews | Big regulatory nod for RBL Bank.

The RBI has approved RBL Bank’s proposed transaction with Emirates NBD.

For the latest news and updates, visit: https://t.co/by4FF5oyu4 https://t.co/Ft3CYf0LOJ","#BreakingNews | Big regulatory nod for RBL Bank.

The RBI has approved RBL Bank’s proposed transaction with Emirates NBD.

For the latest news and updates, visit: https://t.co/by4FF5oyu4 https://t.co/Ft3CYf0LOJ"
2039558376829698279,https://x.com/EconomicTimes/status/2039558376829698279,https://x.com/EconomicTimes,EconomicTimes,Economic Times,https://pbs.twimg.com/profile_images/1285571205966073857/rE3KyZFW_bigger.jpg,,"RBL Bank gets RBI nod for Emirates NBD stake buy; Sebi approval awaited

https://t.co/UhOFsKDc29","RBL Bank gets RBI nod for Emirates NBD stake buy; Sebi approval awaited

<a href=""https://economictimes.indiatimes.com/industry/banking/finance/banking/rbl-bank-gets-rbi-nod-for-emirates-nbd-stake-buy-sebi-approval-awaited/articleshow/129967131.cms"">economictimes.indiatimes.com…</a>",False,,,3h,"Apr 2, 2026 · 4:19 AM UTC",2026-04-02T04:19:00Z,,['https://economictimes.indiatimes.com/industry/banking/finance/banking/rbl-bank-gets-rbi-nod-for-emirates-nbd-stake-buy-sebi-approval-awaited/articleshow/129967131.cms'],0,0,4,2306,ENBD,"RBL Bank gets RBI nod for Emirates NBD stake buy; Sebi approval awaited

economictimes.indiatimes.com…",https://x.com/EconomicTimes/status/2039558376829698279,"RBL Bank gets RBI nod for Emirates NBD stake buy; Sebi approval awaited

https://t.co/UhOFsKDc29","RBL Bank gets RBI nod for Emirates NBD stake buy; Sebi approval awaited

https://t.co/UhOFsKDc29"
2039549656296820889,https://x.com/EmiratesNBD_AE/status/2039549656296820889,https://x.com/EmiratesNBD_AE,EmiratesNBD_AE,Emirates NBD,https://pbs.twimg.com/profile_images/1762427651271110656/jOUBidn8_bigger.jpg,,"@EmiratesNBD_AE السلام عليكم 
ممكن رابط البنك التطبيق في الايفون للبنك وهل انتم بنك دبي الوطني","عليكم السلام ورحمه الله وبركاته مرحبا سلمان يمكنك تحميل تطبيق بنك الإمارات دبي الوطني السعوديه من خلال هذا الرابط

<a href=""http://ms.spr.ly/6014QLbJw"">ms.spr.ly/6014QLbJw</a>",False,,['s2022f'],3h,"Apr 2, 2026 · 3:45 AM UTC",2026-04-02T03:45:00Z,,['http://ms.spr.ly/6014QLbJw'],0,0,0,64,ENBD,"عليكم السلام ورحمه الله وبركاته مرحبا سلمان يمكنك تحميل تطبيق بنك الإمارات دبي الوطني السعوديه من خلال هذا الرابط

ms.spr.ly/6014QLbJw",https://x.com/EmiratesNBD_AE/status/2039549656296820889,"@EmiratesNBD_AE السلام عليكم 
ممكن رابط البنك التطبيق في الايفون للبنك وهل انتم بنك دبي الوطني","@EmiratesNBD_AE السلام عليكم 
ممكن رابط البنك التطبيق في الايفون للبنك وهل انتم بنك دبي الوطني"
2039547452303282649,https://x.com/wooyleew/status/2039547452303282649,https://x.com/wooyleew,wooyleew,الذِيب,https://pbs.twimg.com/profile_images/1912470073899413505/HEPmqq5d_bigger.jpg,,@RotanaLive @RotanaMusic @RabehSaqer @JEDCalendar @EmiratesNBD_KSA روتانا وبنش مارك مع بعض ! 😂,روتانا وبنش مارك مع بعض ! 😂,False,,"['RotanaLive', 'RotanaMusic', 'RabehSaqer', 'JEDCalendar', 'EmiratesNBD_KSA']",4h,"Apr 2, 2026 · 3:36 AM UTC",2026-04-02T03:36:00Z,,,0,0,0,178,ENBD,روتانا وبنش مارك مع بعض ! 😂,https://x.com/wooyleew/status/2039547452303282649,@RotanaLive @RotanaMusic @RabehSaqer @JEDCalendar @EmiratesNBD_KSA روتانا وبنش مارك مع بعض ! 😂,@RotanaLive @RotanaMusic @RabehSaqer @JEDCalendar @EmiratesNBD_KSA روتانا وبنش مارك مع بعض ! 😂
2039545126632968318,https://x.com/EmiratesNBD_AE/status/2039545126632968318,https://x.com/EmiratesNBD_AE,EmiratesNBD_AE,Emirates NBD,https://pbs.twimg.com/profile_images/1762427651271110656/jOUBidn8_bigger.jpg,,@EmiratesNBD_AE لوسمحت ابغى اقفل بطاقة الائتمان كيف؟,مرحبا شكرا لتواصلك معنا برجاء توضيح إستفسارك بخصوص بنك الإمارات دبي الوطني الإمارات أو السعوديه,False,,['saharalnefaie'],4h,"Apr 2, 2026 · 3:27 AM UTC",2026-04-02T03:27:00Z,,,0,0,0,52,ENBD,مرحبا شكرا لتواصلك معنا برجاء توضيح إستفسارك بخصوص بنك الإمارات دبي الوطني الإمارات أو السعوديه,https://x.com/EmiratesNBD_AE/status/2039545126632968318,@EmiratesNBD_AE لوسمحت ابغى اقفل بطاقة الائتمان كيف؟,@EmiratesNBD_AE لوسمحت ابغى اقفل بطاقة الائتمان كيف؟
